rally,hit,hitter,kind,animation,target_x,target_z,receiver,receiver_x,receiver_z,distance_to_center,distance_to_sideline,distance_to_backline
1,1,player,serve_short,serve_short,2.2,-0.5777383475488409,opponent,2.36,-0.62,0.5777383475488409,2.012261652451159,4.5
1,2,opponent,drop,forehand_high_drop,-2.098935580774455,-1.3512457799231479,player,-3.1115997849549415,-0.17008198304871763,1.3512457799231479,1.238754220076852,4.601064419225545
1,3,player,lob,backhand_high_clear,3.738503680145775,-2.27,opponent,3.0154205897234996,-0.33400720999685074,2.27,0.31999999999999984,2.9614963198542252
1,4,opponent,drop,forehand_high_drop,-0.9864216964510374,-2.27,player,-4.386145275984787,-0.5782395650815899,2.27,0.31999999999999984,5.713578303548963
1,5,player,drop,forehand_high_drop,1.3882601537198704,0.32381742967474025,opponent,3.1733702626176914,-1.0705246546956335,0.32381742967474025,2.2661825703252596,5.31173984628013
1,6,opponent,lob,forehand_high_clear,-7.072308385850229,0.2828550225217743,player,-2.3709031038992485,-0.554910341110348,0.2828550225217743,2.3071449774782256,0.3723083858502285
1,7,player,drop,forehand_high_drop,1.3029835868066977,0.18212728451502436,opponent,3.5612982669234454,0.07008809718508269,0.18212728451502436,2.4078727154849755,5.3970164131933025
2,1,opponent,serve_lob,serve_long,-5.98,-0.5788039207322527,player,-2.36,-0.62,0.5788039207322527,2.011196079267747,0.7199999999999998
2,2,player,lob,backhand_high_clear,5.501290344818241,-1.3834887285149473,opponent,4.077158288489342,-0.19626629229096787,1.3834887285149473,1.2065112714850525,1.1987096551817595
2,3,opponent,lob,forehand_high_clear,-5.089163586481141,-1.2994408829700839,player,-4.524284394825259,-0.5192636152706558,1.2994408829700839,1.290559117029916,1.610836413518859
2,4,player,smash,forehand_high_smash,2.649218576667222,2.8940088934289427,opponent,4.526838565439642,-0.5110702213472985,2.8940088934289427,-0.3040088934289429,4.050781423332778
3,1,player,serve_lob,serve_long,5.98,-0.615662398740182,opponent,2.36,-0.62,0.615662398740182,1.9743376012598177,0.7199999999999998
3,2,opponent,smash,forehand_high_smash,-2.224697385942425,-2.813298243231118,player,-4.17990660201159,-0.6181680018912272,2.813298243231118,-0.22329824323111813,4.475302614057576
3,3,player,lob,forehand_high_clear,4.5658759188606215,-0.5219490246672398,opponent,3.0519219334170518,-0.889424372975737,0.5219490246672398,2.06805097533276,2.1341240811393787
3,4,opponent,smash,forehand_high_smash,-2.561163005891602,-0.59431575332071,player,-4.374568446152439,-0.15829648477774239,0.59431575332071,1.99568424667929,4.138836994108399
3,5,player,drop,backhand_high_drop,1.6338262757462185,-1.9013578463973106,opponent,3.8409671583285436,-0.3611611407928429,1.9013578463973106,0.6886421536026892,5.066173724253781
3,6,opponent,drop,forehand_high_drop,-2.3281427733567917,-2.1909273548161146,player,-3.0543875816804062,-0.7048452751564207,2.1909273548161146,0.3990726451838853,4.3718572266432085
3,7,player,drop,forehand_high_drop,1.120298208777593,-0.5181218341844981,opponent,2.5697676674052587,-0.9621397700277492,0.5181218341844981,2.0718781658155017,5.579701791222407
3,8,opponent,smash,forehand_high_smash,-2.898879676925382,-0.5533302006464836,player,-3.050920944861371,-0.10864182674929834,0.5533302006464836,2.036669799353516,3.8011203230746182
3,9,player,lob,forehand_high_clear,4.912858172567669,0.3891572157224791,opponent,1.8497278144080351,-0.3792769382510221,0.3891572157224791,2.200842784277521,1.7871418274323307
3,10,opponent,smash,forehand_high_smash,-2.302446040757437,0.2936428054728753,player,-4.5101647137793375,0.03202009141562058,0.2936428054728753,2.2963571945271246,4.397553959242563
3,11,player,smash,backhand_high_clear,3.9946913367517523,-0.006625876976766809,opponent,4.195233441089298,0.19847370970385245,0.006625876976766809,2.583374123023233,2.705308663248248
3,12,opponent,smash,backhand_high_clear,-2.6528150633054524,1.779531447423993,player,-3.474348585597881,-0.02263867317249329,1.779531447423993,0.8104685525760069,4.047184936694547
3,13,player,smash,forehand_high_smash,2.185539249020298,2.27,opponent,3.4513694070610965,0.4994835335405465,2.27,0.31999999999999984,4.514460750979702
3,14,opponent,drop,forehand_high_drop,-1.705390718576358,2.27,player,-3.1344693424426895,0.7751345441575109,2.27,0.31999999999999984,4.994609281423642
3,15,player,smash,forehand_high_smash,3.313802980254475,2.27,opponent,2.740338882825846,1.0657100640089905,2.27,0.31999999999999984,3.3861970197455253
3,16,opponent,drop,forehand_high_drop,-1.2764088264706515,2.27,player,-2.500112798695303,1.3255496959566493,2.27,0.31999999999999984,5.423591173529349
3,17,player,drop,backhand_high_drop,1.6624724679469518,1.9207107221285231,opponent,2.9141737432850587,1.0057162673832891,1.9207107221285231,0.6692892778714767,5.037527532053049
3,18,opponent,smash,forehand_high_smash,-2.343759271857055,-2.0687331898894623,player,-2.843000233514723,0.7194798714703257,2.0687331898894623,0.5212668101105375,4.356240728142945
3,19,player,drop,forehand_high_drop,1.4303380128080843,-2.0749924027571347,opponent,2.012053040774508,1.2656237982790866,2.0749924027571347,0.5150075972428652,5.269661987191916
4,1,opponent,serve_drive,forehand_drive,-5.300000000000001,-0.5392583442926774,player,-2.36,-0.62,0.5392583442926774,2.0507416557073226,1.3999999999999995
4,2,player,lob,forehand_high_clear,3.6594529877242965,2.27,opponent,3.52944754757731,-0.12333306053622173,2.27,0.31999999999999984,3.0405470122757037
4,3,opponent,lob,forehand_high_clear,-6.266364246864942,2.1430389693527285,player,-4.367892441569361,0.9035335828949178,2.1430389693527285,0.44696103064727133,0.4336357531350581
4,4,player,smash,backhand_high_clear,2.395527119801125,1.8208457637196234,opponent,4.013324506974892,0.7654617368966878,1.8208457637196234,0.7691542362803765,4.304472880198875
4,5,opponent,lob,forehand_high_clear,-3.7394001285471137,-0.21449406233285057,player,-5.175451940601521,1.5655617823754566,0.21449406233285057,2.3755059376671492,2.9605998714528865
4,6,player,lob,forehand_high_clear,5.863041755510428,-0.0970810679069673,opponent,3.8110888335007758,0.15271559784265976,0.0970810679069673,2.4929189320930325,0.8369582444895718
4,7,opponent,smash,backhand_high_clear,-3.1487438519173394,0.17632210949230448,player,-4.099000314691523,-0.043061007488519654,0.17632210949230448,2.4136778905076954,3.5512561480826608
4,8,player,lob,backhand_high_clear,5.5235018392559,-1.9973494282432724,opponent,5.1209472807413725,-0.07175824787841045,1.9973494282432724,0.5926505717567274,1.1764981607441003
4,9,opponent,lob,forehand_high_clear,-3.6712698208433423,-2.27,player,-4.398442586798496,-0.8491982238753985,2.27,0.31999999999999984,3.028730179156658
4,10,player,lob,forehand_high_clear,1.6356976224656385,-0.548824193560585,opponent,4.543133354011756,-0.7611771219385941,0.548824193560585,2.0411758064394148,5.064302377534362
4,11,opponent,lob,forehand_high_clear,-5.714692767395174,-0.504166346539732,player,-4.40283373716033,-0.27915715250206685,0.504166346539732,2.0858336534602677,0.9853072326048258
4,12,player,drop,backhand_high_drop,1.027043676685915,-0.7582784631006971,opponent,3.7778335948931154,-0.10415949827526494,0.7582784631006971,1.8317215368993027,5.672956323314085
4,13,opponent,drop,backhand_high_drop,-1.631338024320418,-0.22750630638962732,player,-3.541229198287908,-0.1375910891047778,0.22750630638962732,2.3624936936103724,5.068661975679582
4,14,player,drop,backhand_high_drop,7.0043139913436585,-0.848642649155682,opponent,2.2752659761675913,-0.3110000546382765,0.848642649155682,1.7413573508443179,0.30431399134365833
6,1,opponent,serve_lob,serve_long,-5.98,-0.619168105338513,player,-2.36,-0.62,0.619168105338513,1.970831894661487,0.7199999999999998
6,2,player,lob,forehand_high_clear,6.093650874536046,0.25226854184333636,opponent,4.14735766570845,-0.6150808691833843,0.25226854184333636,2.3377314581566635,0.6063491254639546
6,3,opponent,smash,forehand_high_smash,-3.0418607088287484,0.11469023755873364,player,-4.13673931254047,0.04878233170813433,0.11469023755873364,2.4753097624412663,3.658139291171252
6,4,player,drop,forehand_high_drop,1.2949634253681672,0.5188178482281148,opponent,5.36410899534501,0.11401478528181391,0.5188178482281148,2.071182151771885,5.405036574631833
6,5,opponent,smash,backhand_high_clear,-2.4018046639849673,2.27,player,-3.0956251473514054,0.017899936165226227,2.27,0.31999999999999984,4.2981953360150325
6,6,player,smash,backhand_high_clear,3.855640821640759,-1.7554966848791294,opponent,2.0372369682880347,0.5381941785862586,1.7554966848791294,0.8345033151208705,2.844359178359241
7,1,player,serve_short,serve_short,2.2,-0.6337871158606007,opponent,2.36,-0.62,0.6337871158606007,1.9562128841393993,4.5
7,2,opponent,drop,backhand_high_drop,-1.9338841704055394,-0.04351164909421468,player,-3.163215609074994,-0.5293659186323897,0.04351164909421468,2.5464883509057854,4.766115829594461
7,3,player,drop,forehand_high_drop,0.9864533792724824,-0.07914197347147739,opponent,3.299758501157123,-0.04384476054757379,0.07914197347147739,2.5108580265285223,5.713546620727517
7,4,opponent,drop,backhand_high_drop,-1.8147989156101674,2.27,player,-2.803145602995516,-0.09762732491194309,2.27,0.31999999999999984,4.885201084389832
7,5,player,drop,forehand_high_drop,0.9416303692394454,2.27,opponent,2.165693741014331,0.5270832757873731,2.27,0.31999999999999984,5.758369630760555
7,6,opponent,drop,forehand_high_drop,-1.7081164685627086,1.86228739284393,player,-2.9595543731089573,0.6293721128505374,1.86228739284393,0.7277126071560698,4.991883531437292
7,7,player,drop,backhand_high_drop,1.0186566543997637,0.4468853292324966,opponent,1.9982261518284126,1.468924325787377,0.4468853292324966,2.1431146707675035,5.6813433456002365
7,8,opponent,lob,backhand_high_clear,-4.052593229534005,1.1052128098924205,player,-2.914877880447951,0.017823188695544667,1.1052128098924205,1.4847871901075793,2.647406770465995
7,9,player,lob,backhand_high_clear,4.605548609907146,0.24472255393705455,opponent,3.2058999652524913,0.39748983620937517,0.24472255393705455,2.345277446062945,2.0944513900928543
7,10,opponent,drop,backhand_high_drop,-0.946753065411298,0.8374848035288239,player,-4.429951427349137,-0.02665587020953744,0.8374848035288239,1.752515196471176,5.753246934588702
7,11,player,lob,forehand_high_clear,5.479214860832867,1.586339977966594,opponent,3.279850463052165,0.219398513476036,1.586339977966594,1.0036600220334058,1.2207851391671332
7,12,opponent,smash,backhand_high_clear,-2.1974555105093065,2.0751522743903767,player,-4.4864150123430635,0.5361517894284292,2.0751522743903767,0.5148477256096231,4.502544489490694
7,13,player,lob,forehand_high_clear,3.285938344550015,2.9773274798301137,opponent,4.781905031806426,1.3311842274139638,2.9773274798301137,-0.38732747983011384,3.414061655449985
7,14,opponent,lob,forehand_high_clear,-5.253623774036854,2.27,player,-4.352092327978426,0.7923394870785523,2.27,0.31999999999999984,1.4463762259631459
7,15,player,lob,forehand_high_clear,3.656003111459265,2.173274570046445,opponent,4.355374859549769,1.0687209839839482,2.173274570046445,0.416725429953555,3.043996888540735
7,16,opponent,drop,forehand_high_drop,-1.6320736616684277,1.6600099550432827,player,-4.417610314068693,0.5090315808896843,1.6600099550432827,0.9299900449567171,5.0679263383315725
7,17,player,lob,backhand_high_clear,4.264200060112407,1.1883555112332858,opponent,3.235751377134183,0.9156954022018271,1.1883555112332858,1.401644488766714,2.435799939887593
7,18,opponent,lob,forehand_high_clear,-3.361873247915742,-2.90339546155453,player,-4.539752260736826,0.49433237335335967,2.90339546155453,-0.31339546155453,3.3381267520842584
7,19,player,smash,forehand_high_smash,3.4124167410896487,0.04635680533970049,opponent,4.549505961059571,-0.7755283949060308,0.04635680533970049,2.5436431946602993,3.2875832589103515
7,20,opponent,lob,backhand_high_clear,-6.288915957735184,0.5010663157231354,player,-3.3378405975539702,-1.6692998440464095,0.5010663157231354,2.0889336842768644,0.4110840422648163
